index,배우
1688,크리스탈 리드
1689,루이스 주르당
1690,장 피에르 마리엘
1691,양민영
1692,캐롤라인 윌리암스
1693,달시 파켓
1694,모모
1695,레슬리 존스
1696,이난
1697,피터 브렉
1698,잔느 발리바
1699,남관규
1700,페이튼 리스트
1701,홍성원
1702,고유준
1703,이은숙
1704,이다정
1705,염진환
1706,이석준
1707,박재규
1708,최혜리
1709,김다혜
1710,현정철
1711,임대지
1712,최주봉
1713,카누 배너지
1714,안예이
1715,와타나베 쿠미코
1716,신영웅
1717,이효
1718,박영빈
1719,제이미 벨
1720,사이먼 페그
1721,위타야 와수크리파산
1722,김동운
1723,손한결
1724,무라카미 히로아키
1725,이윤상
1726,얀 아르튀스-베르트랑
1727,박누가
1728,잭 케시
1729,이여원
1730,배건하
1731,몬부 란
1732,조 타슬림
1733,조병찬
1734,소음음
1735,임지민
1736,팔 스베르 하겐
1737,정해심
1738,성은채
1739,유수빈
1740,알렉 볼드윈
1741,토키와 타카코
1742,양욱문
1743,김진구
1744,양하나
1745,유인서
1746,김명일
1747,김정임
1748,이철
1749,서성현
1750,신지민
1751,김성준
1752,엠마 스톤
1753,찰리 쉰
1754,서제광
1755,장준녕
1756,미사키 레이
1757,최종훈
1758,지미 펄론
1759,이시안
1760,김태호
1761,김동근
1762,휴고 위빙
1763,박철훈
1764,이현균
1765,미할리 빅
1766,차승원
1767,헬레나 본햄 카터
1768,조안나 파큘라
1769,정병욱
1770,이강한
1771,문장택
1772,문희정
1773,김현희
1774,고창술
1775,아담 드바인
1776,노시범
1777,이고르 크리프노프
1778,최서윤
1779,송은경
1780,강길준
1781,이조풍
1782,엄주연
1783,클로에 세비니
1784,김완식
1785,최대철
1786,이태우
1787,브루스 본
1788,다니엘 래드클리프
1789,손성환
1790,방력신
1791,진상기
1792,조명연
1793,마츠카타 히로키
1794,권유나
1795,노홍철
1796,이유희
1797,이대한
1798,박매희
1799,윤영준
1800,이상각
1801,이윤영
1802,환현규
1803,제커리 리바이
1804,정철헌
1805,하정우
1806,우도 쉔크
1807,카롤리나 고메즈
1808,하츠네 에리코
1809,김상윤
1810,천성일
1811,김의신
1812,릭 스프링필드
1813,임현수
1814,정혜선
1815,이혁수
1816,안성곤
1817,오마 샤리프
1818,김택수
1819,세실 파커
1820,고미순
1821,스티브 콜터
1822,이원종
1823,캐슬린 로버트슨
1824,황지선
1825,미카 슬로앳
1826,곽현화
1827,칼라 크레스포
1828,장윤
1829,김건수
1830,렉시 존슨
1831,이일현
1832,김명식
1833,김권군
1834,김세윤
1835,하나사키 리코
1836,배상희
1837,홍아름
1838,박주현
1839,김윤하
1840,장원욱
1841,르네 다리
1842,나카무라 미유
1843,류호연
1844,서혜진
1845,신동호
1846,장천
1847,몬테 헬만
1848,서기
1849,앤 콘시니
1850,라프 스팰
1851,이복희
1852,배선옥
1853,최신득
1854,최수연
1855,김영미
1856,맥스 티에리옷
1857,박하랑
1858,안토니오 드 라 토레
1859,시라토리 사쿠라
1860,권병길
1861,엘튼 존
1862,전수연
1863,박소정
1864,레인 챈들러
1865,하진철
1866,김지양
1867,카롤린느 샹페티에
1868,마미 검머
1869,김태연
1870,이선화
1871,아나마리아 바톨로메이
1872,켄 아놀드
1873,해리 벨라폰테
1874,서주환
1875,빈센트 피아자
1876,최영빈
1877,김문경
1878,김유영
1879,심재훈
1880,노준표
1881,류효정
1882,박숙명
1883,파울레트 고다드
1884,알렉세이 보로뵤브
1885,니콜 키드먼
1886,데이빗 파라
1887,스티븐 바코
1888,채성원
1889,지그리드 네이엔담
1890,이사벨라 롱
1891,제임스 C. 번스
1892,지우
1893,김진호
1894,이순자
1895,츠카모토 유키
1896,배리 워드
1897,김호준
1898,권윤구
1899,정우민
1900,이석호
1901,캐리스 밴 허슨
1902,류미주
1903,이토 타케시
1904,김기남
1905,연오
1906,박웅선
1907,이재관
1908,한동국
1909,레이코 아일리스워스
1910,박하현
1911,남도형
1912,로빈 윌리엄스
1913,클리브 브룩
1914,마이클 비치
1915,마리카 그린
1916,문창완
1917,김나연
1918,윤하
1919,에드리언 보쳇
1920,웨이론 페인
1921,황윤성
1922,강대욱
1923,장국영
1924,웅흔흔
1925,제이콥 배덜런
1926,후지이 미나
1927,한삭
1928,찰스 네이피어
1929,심순영
1930,이형은
1931,임형규
1932,손혜진
1933,잔-마이클 빈센트
1934,토퍼 그레이스
1935,김정교
1936,박기영
1937,권오현
1938,배지혜
1939,김한국
1940,안지현
1941,김왕근
1942,카티아 윈터
1943,심승보
1944,박기용
1945,황정원
1946,양정화
1947,김은총
1948,천세라
1949,이광진
1950,이향주
1951,케이트 라스뮤센
1952,송유진
1953,조우진
1954,김주동
1955,최정선
1956,박종찬
1957,알리시아 위트
1958,노영하
1959,타이가 마야
1960,미쿠니 렌타로
1961,최융환
1962,임세인
1963,박현세
1964,백재우
1965,라파엘 페르소나즈
1966,장근철
1967,유다영
1968,김영덕
1969,다니엘 볼드윈
1970,브리트니 머피
1971,이원장
1972,이기철
1973,톰 카바나
1974,조르주 푸줄리
1975,홍도성
1976,올리비에 마르티네즈
1977,임석진
1978,추귀정
1979,최재혁
1980,이은택
1981,박창희
1982,증지위
1983,드위어 브라운
1984,이화룡
1985,김옥경
1986,정단우
1987,레이첼 와이즈
1988,최승기
1989,임지회
1990,아다치 마사오
1991,안세은
1992,크리스찬 베일
1993,허진찬
1994,김우혁
1995,패트릭 브루엘
1996,닐 패트릭 해리스
1997,아오키 리오
1998,우스이 사류
1999,석정호
2000,박정범
2001,존 터투로
2002,이치카와 우타에몬
2003,우도환
2004,한선애
2005,츠카모토 신야
2006,이즈미야 시게루
2007,씨라니 얀키띠칸
2008,이재현
2009,권성현
2010,대니 아이엘로
2011,톰 블라이스
2012,장기하
2013,강관호
2014,박희은
2015,정용식
2016,세르지오 페리스-멘체타
2017,임경만
2018,숀 영
2019,미쉘 콘스탄틴
2020,남상지
2021,전영민
2022,니콜라이 부릴야예프
2023,정민욱
2024,유정현
2025,사크다 카에부아디
2026,스티븐 루크
2027,이수근
2028,한윤지
2029,타티아나 파우호포바
2030,윤지희
2031,임정수
2032,김지유
2033,번 고먼
2034,서동기
2035,명영호
2036,김재정
2037,홍기호
2038,박주혜
2039,줄리아노 젬마
2040,차미진
2041,안창영
2042,호르헤 로먼
2043,마이클 매너세리
2044,콘라드 바이트
2045,나라하시 미키
2046,사라 실버맨
2047,김홍파
2048,라훌 보스
2049,키무라 료헤이
2050,구원회
2051,김영은
2052,마리사 멜
2053,장혜민
2054,오정민
2055,나타샤 칼리스
2056,정한비
2057,김한석
2058,문성혁
2059,허민아
2060,사샤 피퇴프
2061,함정인
2062,손석구
2063,심지은
2064,황서인
2065,서교
2066,존 P. 라이언
2067,조덕현
2068,신용훈
2069,알프리드 몰리나
2070,쇼 벨 딘
2071,권오상
2072,이동주
2073,박인규
2074,최정아
2075,츠다 아츠시
2076,염태성
2077,임지한
2078,나탈리 도메르
2079,조창훈
2080,정호익
2081,코트니 B. 반스
2082,마동석
2083,클로드 브라세
2084,줄리아
2085,안희주
2086,클로딘 롱젯
2087,전주병
2088,루카스 틸
2089,정효영
2090,이세원
2091,나르다 블란쳇
2092,고경희
2093,마쓰나가 구니히코
2094,크리스티안 바흐
2095,데이빗 헤디슨
2096,송길호
2097,이영화
2098,이상준
2099,알리 폴크너
2100,유승신
2101,김성진
2102,페넬로페 미첼
2103,정은아
2104,유명훈
2105,아시아 아르젠토
2106,임창록
2107,트리샤 헬퍼
2108,임민총
2109,휴 잭맨
2110,질리안 라이
2111,오병남
2112,허율
2113,올리비에 구르메
2114,박두식
2115,칼라 구기노
2116,김정복
2117,케이트 트로터
2118,아그니야 쿠즈네초바
2119,이종화
2120,김민채
2121,도혜원
2122,최지유
2123,최대영
2124,샤하예 조다
2125,조안느 마리 트렘블레이
2126,최혁진
2127,진명연
2128,딜랜 존스
2129,전수지
2130,안은수
2131,헬렌 웨스트코트
2132,주드 로
2133,다니엘 로벅
2134,마츠모토 리카
2135,제이슨 리터
2136,이랑
2137,류현경
2138,임지아
2139,김효배
2140,강남길
2141,프랭크 크루거
2142,안세일
2143,손상연
2144,미즈 마오
2145,주아성
2146,한미애
2147,이정현
2148,김다예
2149,조현식
2150,은민
2151,강동수
2152,정효림
2153,황민혁
2154,한재범
2155,앨리스테어 페트리
2156,제시 타일러 퍼거슨
2157,보아
2158,조원석
2159,이황의
2160,방유설
2161,김찬진
2162,카를라 주리
2163,최광락
2164,잔 보스트실
2165,고재운
2166,데니스 루엘
2167,김혜윤
2168,정은채
2169,블라디미르 멘쇼프
2170,안석천
2171,강태식
2172,이종연
2173,시드니 롬
2174,메구로 렌
2175,미야지 나오미
2176,이금주
2177,라크파 삼초
2178,모리시타 쿠루미
2179,요시자와 아키호
2180,박혜원
2181,유영호
2182,마이클 아이언사이드
2183,장영진
2184,메랍 니니트쩨
2185,마틴 도노반
2186,김무열
2187,방현용
2188,백태민
2189,마이클 페나
2190,태연
2191,나탈리 오시포바
2192,미셸 발리
2193,김현동
2194,차진욱
2195,이경욱
2196,최은
2197,최윤영
2198,윤상현
2199,하세가와 쿄코
2200,황재호
2201,제임스 오브리
2202,김은준
2203,박미경
2204,이세인
2205,이세야 유스케
2206,하진
2207,이하은
2208,정준하
2209,김아윤
2210,프란체스코 뤼우
2211,제이미 도넌
2212,해롤드 굴드
2213,김경우
2214,서성균
2215,한재덕
2216,마이클 패스벤더
2217,남기쁨
2218,허관걸
2219,김석기
2220,제니퍼 레퍼트
2221,마리나 골바하리
2222,강민호
2223,포르히 프란선
2224,국동석
2225,홍경
2226,최수현
2227,저스틴 롱
2228,황상경
2229,정태웅
2230,박상아
2231,박성범
2232,권가이
2233,송윤희
2234,스즈키 쿄카
2235,이충재
2236,박윤식
2237,권일용
2238,김명준
2239,마샬 벨
2240,권정우
2241,박수경
2242,최영수
2243,사노 슈지
2244,김채원
2245,서문석
2246,후지와라 아키미
2247,김선민
2248,말리 쉘튼
2249,서정희
2250,최윤선
2251,이의수
2252,판빙빙
2253,조한결
2254,제임스 베스트
2255,박기원
2256,신용진
2257,배슬기
2258,유효정
2259,정다현
2260,조영인
2261,더글라스 홋지
2262,로버트 이스톤
2263,안드레이 세웨린
2264,세브린 카닐
2265,줄리아 버터스
2266,로버트 핸즈
2267,크리스찬 하워드
2268,안신권
2269,로셀린 산체즈
2270,송보경
2271,정순욱
2272,야마모토 히로시
2273,타카오카 소스케
2274,서영
2275,제시 아처
2276,나인석
2277,이미란
2278,주지훈
2279,웨슬리 조나단
2280,타츠미 유이
2281,한효준
2282,린 콜린스
2283,레이첼 지글러
2284,시손 쥰
2285,한미래
2286,타카야마 미나미
2287,이종근
2288,장희웅
2289,김세용
2290,윌 패튼
2291,로시 윌리엄스
2292,김택상
2293,이광석
2294,이시하라 사토미
2295,석현
2296,홍준원
2297,도날드 글로버
2298,김기형
2299,고재욱
2300,야나기사와 신이치
2301,이마이 카호
2302,김지헌
2303,김원섭
2304,신정석
2305,가바 피터슨
2306,구자건
2307,차승환
2308,바실 스테파노프
2309,서하나
2310,최수진
2311,이상언
2312,나기수
2313,오카자키 지로
2314,이태준
2315,신나리
2316,구자홍
2317,송영호
2318,소윤호
2319,이상범
2320,사뎃 악소이
2321,이도은
2322,김유환
2323,톰 게티
2324,김혜나
2325,문호진
2326,우명희
2327,데니스 리차드
2328,랄로 로디
2329,파블로 쉬레이버
2330,안홍진
2331,웬델 코리
2332,빌레 버타넨
2333,리오르 애쉬케나지
2334,윤여정
2335,손호균
2336,장흠예
2337,범식위
2338,홍의권
2339,황현빈
2340,정현성
2341,엠마누엘 쇼테
2342,레븐 램빈
2343,스테판 오드랑
2344,프랭크 그릴로
2345,해리 트레더웨이
2346,박병우
2347,켈리 라일리
2348,스즈카와 아야네
2349,재클린 앤더슨
2350,안나 도슨
2351,윤부희
2352,박예슬
2353,김다영
2354,리타 메이든
2355,심지혜
2356,크리스틴 커밍스
2357,정기섭
2358,윤주영
2359,손병일
2360,브래드 윌리엄 헨크
2361,제시 D. 고인스
2362,강예나
2363,호시 소이치로
2364,김준성
2365,조민호
2366,리오 드완토
2367,미즈타 와사비
2368,안 리챠드
2369,아소 쿠미코
2370,크리스틴 스콧 토마스
2371,이병혁
2372,안소니 에드워즈
2373,존 말리
2374,최홍락
2375,조앤 프로갯
2376,양동혁
2377,준
2378,고해성
2379,여민정
2380,이승환
2381,백현진
2382,윤수혁
2383,사와지리 에리카
2384,안은진
2385,셰리 콜라
2386,윤승우
2387,한기찬
2388,권용운
2389,이시현
2390,엘리스 그리어
2391,김미주
2392,칸자키 레이
2393,김성원
2394,알렉스 로
2395,카를로 세키
2396,정다영
2397,이미래
2398,닐스 아르스트럽
2399,보니 데니슨
2400,박시연
2401,김보정
2402,이상아
2403,윤미영
2404,정유미
2405,클라라 이소바
2406,마리안느 홀드
2407,정이서
2408,정영우
2409,조한영
2410,김상화
2411,김길웅
2412,나카무라 유이치
2413,네잣 이슬러
2414,마리아 굴레기나
2415,윤두태
2416,정소민
2417,전익령
2418,김태훈
2419,이종서
2420,왕옥환
2421,자크 보나페
2422,미야마 카렌
2423,조나단 켈츠
2424,이종관
2425,유수호
2426,심수영
2427,최진우
2428,연지원
2429,리즈 위더스푼
2430,유소현
2431,박새롬
2432,오은지
2433,김하림
2434,김영직
2435,한봄
2436,임종훈
2437,셀리아 아임리
2438,전경주
2439,하스미 클레어
2440,허재욱
2441,윤환
2442,루이스 알베르티
2443,헤일리 스테인펠드
2444,인승주
2445,김영기
2446,안드레아 라이즈보로
2447,이세빈
2448,사남
2449,데이너 카비
2450,토키토 아유무
2451,정유동
2452,이홍빈
2453,스가 켄타
2454,김바다
2455,문수진
2456,명지훈
2457,임승미
2458,하동준
2459,심형래
2460,박창용
2461,조엘 머레이
2462,연제욱
2463,임효정
2464,이현승
2465,아이다 가리풀리나
2466,김애란
2467,안백승
2468,정혜옥
2469,르네 오코널
2470,김동권
2471,강보경
2472,이용이
2473,오은미
2474,김윤지
2475,윤봉길
2476,유현진
2477,우리
2478,사브리나 를로이드
2479,이순혜
2480,박재환
2481,최자인
2482,심소희
2483,김수란
2484,아키야마 쇼코
2485,샤메익 무어
2486,고호경
2487,정선교
2488,박장면
2489,최종학
2490,최동숙
2491,임현표
2492,정교
2493,알렉시아 케오
2494,조재명
2495,박경복
2496,마크 다카스코스
2497,김남중
2498,김병구
2499,에스쿱스
2500,하은진
2501,오지환
2502,리스 데라메어
2503,서은지
2504,김정이
2505,맷 데이먼
2506,리차드 E. 그랜트
2507,미야무라 유코
2508,번 코엔
2509,헤르지 체르할미
2510,현빈
2511,박 준
2512,로자리오 도슨
2513,황선희
2514,윤정호
2515,윤정연
2516,아카니시 료
2517,카가미 레이코
2518,김서영
2519,워렌 비티
2520,김주현
2521,필립 버그
2522,엔드레 훌스
2523,이왕우
2524,프란시스카 수에렙
2525,서가빈
2526,리 톰슨
2527,에반 피터스
2528,손승범
